cod_region,region,cod_provincia,provincia,cod_comuna,comuna,mancha_id,nivel,clase,nivel_medio,nivel_medio_min,nivel_medio_max,pct_nivel0,pct_nivel1,pct_nivel2,pct_nivel3,pct_nivel4,pct_alto,cobertura_pct,n_hexagonos,area_ha
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb4bfffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0.12
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb4bfffff-2,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0.11
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb4bfffff-3,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0.12
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb4bfffff-4,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0.12
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb4bfffff-5,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0.29
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb4bfffff-6,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,1,0.29
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31dbb49fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,86.5,1,0.74
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d926dfffff,0,Muy Bajo,0.001,0.001,0.001,99.9,0.0,0.1,0.0,0.0,0.0,76.6,1,0.32
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9097fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,72.9,1,0.41
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9091fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,93.4,1,0.23
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9091fffff-2,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,93.4,1,0.24
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9091fffff-3,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,93.4,1,0.17
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9047fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,76.4,1,0.23
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9047fffff-2,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,76.4,1,0.33
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9045fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,1,0.32
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9045fffff-2,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,1,0.33
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9045fffff-3,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,1,0.26
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9045fffff-4,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,1,0.21
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9045fffff-5,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,1,0.24
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9045fffff-6,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,1,0.03
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9041fffff,0,Muy Bajo,0.003,0.003,0.003,99.9,0.0,0.0,0.1,0.0,0.1,99.4,1,0.16
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9041fffff-2,0,Muy Bajo,0.003,0.003,0.003,99.9,0.0,0.0,0.1,0.0,0.1,99.4,1,0.21
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9041fffff-3,0,Muy Bajo,0.003,0.003,0.003,99.9,0.0,0.0,0.1,0.0,0.1,99.4,1,0.16
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d9041fffff-4,0,Muy Bajo,0.003,0.003,0.003,99.9,0.0,0.0,0.1,0.0,0.1,99.4,1,0.23
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d85e5fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,99.0,1,0.43
01,Tarapacá,011,Iquique,01101,Iquique,01101-88b31d85a5fffff,0,Muy Bajo,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,66.5,1,1.27
